0.6194	0.69699	-0.37447	-0.1169	-0.094994	0.086805	0.04959	0.0061118	-0.028566	-0.034406	0.0063427	0.026397	0.036804	0.010576	0.035737	-0.03281	0.017119	0.0077911	0.052583	-0.040705	-0.051488	0.025599	0.069919	-0.084291	-0.034282	-0.058333	0.055339	0.0019554	-0.071068	0.00393	-0.020618	-0.022396	0.0025796	0.0076077	0.016394	0.040983	0.002937	-0.010591	0.0101	-0.052996	-0.0036188	0.042265	0.039632	0.079646	0.02178	0.06504	-0.0033688	-0.078601	0.041796	0.044175	0.021406	0.037128	-0.062145	-0.036022	-0.047852	-0.019812	0.033276	-0.0030916	0.068267	0.015589	-0.024828	-0.0042276	0.11923	0.0026455	-0.023541	-0.026509	0.012429	-0.044686	-0.051713	-0.0023621	-0.064004	-0.027258	0.045433	-0.026458	-0.030531	0.0015908	0.055258	-0.012024	-0.01599	0.034479	-0.089946	-0.01619	-0.098807	0.11283	0.0040267	0.0021474	-0.0048074	0.011391	-0.0337	-0.035661	-0.081487	0.087365	0.088802	0.040016	0.043435	0.020005	0.024026	0.10736	0.011909	0.056304
0.48615	0.51956	-0.27912	-0.018562	-0.086338	0.19153	-0.15591	0.17283	-0.058869	-0.040142	-0.043177	-0.016525	0.15748	0.038335	0.1328	-0.07505	0.048298	0.055078	0.024897	-0.10312	-0.013693	0.026855	0.036601	0.0055327	-0.063098	0.0020851	0.017527	-0.036133	-0.12572	0.013325	0.067155	-0.024036	-0.11843	0.070191	-0.010421	0.070622	-0.040133	-0.022673	0.034518	-0.036651	-0.0054258	0.0054014	0.079497	0.10724	0.092645	0.0088613	-0.094458	-0.050092	0.036546	0.030558	0.049046	0.034364	0.010849	-0.047569	0.067523	0.11485	0.036075	-0.013503	0.030556	-0.002189	0.032919	-0.067491	0.03024	-0.0023834	0.081431	0.069025	0.089067	0.021511	0.055132	0.012414	0.0059496	0.06033	-0.029549	0.13396	-0.00636	0.22502	-0.081799	-0.0041372	0.10335	-0.10371	-0.012781	-0.13476	0.057441	0.072441	-0.060647	-0.035028	0.18721	0.14129	-0.088887	0.11442	-0.25465	-0.10453	-0.11216	0.12412	-0.1247	-0.13705	0.21687	0.099461	0.20325	0.11346
0.61593	0.64225	-0.2768	-0.19491	0.092911	-0.17407	0.10043	-0.017982	-0.046799	-0.06852	0.058821	0.17163	0.047894	0.061684	-0.16692	0.10967	-0.020349	-0.11518	-0.36999	0.088993	0.1822	-0.14194	-0.10117	-0.14913	-0.044433	-0.14521	-0.060213	0.076778	-0.080423	-0.22821	0.10646	0.17684	0.15231	-0.36344	-0.078836	0.23372	-0.060429	-0.11	-0.0907	-0.13474	-0.094094	-0.060662	0.0084297	0.095608	-0.046165	0.09985	0.21694	0.080461	0.11691	-0.027388	0.50449	0.19558	-0.2071	0.092107	0.37543	0.057108	-0.038264	0.041798	-0.2552	0.026535	0.12413	-0.039906	0.2506	-0.19869	0.04412	0.0058112	0.19905	0.51831	0.077969	-0.0015557	0.37464	0.41852	0.21198	0.14462	0.32839	-0.22557	0.13476	-0.10778	-0.082034	-0.01378	-0.26723	0.24672	-0.053072	0.19526	0.07009	-0.043373	-0.17214	-0.37367	-0.089842	0.0096749	-0.0024703	0.046999	0.13718	-0.28005	-0.11864	-0.24884	0.092447	0.12559	-0.02501	-0.25839
0.78445	0.4726	-0.35774	-0.35768	-0.0055756	0.11697	0.16149	0.00052667	0.15569	0.24946	0.30566	0.10272	-0.0069254	-0.12589	0.10903	0.25835	0.0098986	-0.18533	-0.48004	0.11966	0.21706	0.49984	-0.51064	0.41003	0.017584	-0.31486	0.26544	-0.37441	0.33203	0.35865	-0.27832	-0.24654	0.082226	0.4995	0.20781	0.42408	0.10848	0.22178	0.28236	0.12886	0.10059	0.075068	-0.078586	-0.11355	0.098244	-0.16009	-0.072695	-0.1283	-0.20669	0.018464	-0.10382	-0.079103	0.017704	0.13802	-0.089534	-0.01833	-0.11597	0.088864	-0.17966	-0.081442	-0.045264	-0.09421	-0.19069	0.10792	0.080041	-0.046245	0.14424	0.15127	0.077315	-0.14821	-0.076006	-0.13969	0.05485	-0.12289	0.19146	0.1226	0.077076	0.12927	0.029316	-0.084964	-0.19805	-0.0047436	-0.1414	0.040328	0.05955	0.057912	-0.2002	0.022683	0.094596	0.035805	-0.055839	-0.0080508	0.12049	-0.15482	-0.092517	-0.20212	0.1019	0.060689	0.069231	-0.023987
0.98663	-0.28405	0.053538	0.30845	-0.29747	-0.45597	-0.28459	-0.11506	-0.30281	0.12065	-0.089748	0.008824	-0.0004164	0.064408	0.054456	-0.038836	0.32011	0.22957	-0.054624	-0.019604	-0.26142	-0.040978	-0.057625	0.022698	0.08666	-0.017897	0.067578	0.13891	0.089882	-0.13587	0.059632	-0.11365	0.10608	0.10042	0.098315	-0.11362	-0.044203	0.07951	0.14316	-0.40783	0.022677	-0.18852	-0.10258	0.038477	-0.075893	-0.11772	-0.076394	0.031134	-0.23294	-0.23273	-0.066055	-0.12578	-0.17355	0.0086123	-0.056401	-0.022167	-0.16749	0.081409	-0.17804	0.058026	0.078605	-0.11427	-0.12545	-0.1573	-0.043116	0.30885	0.0036387	-0.099247	0.092885	-0.18424	-0.10075	0.20087	0.010499	0.068952	-0.047185	-0.018031	-0.033904	0.046367	-0.028783	0.088004	0.004746	0.060577	0.23443	-0.062492	0.0039534	0.095007	-0.052577	-0.026284	-0.020214	0.29127	0.18202	-0.13068	-0.010683	0.24236	-0.034269	0.039308	-0.0061595	0.14489	0.067055	0.039704
0.90639	0.59058	0.9393	0.2466	-0.067395	0.26265	0.28025	-0.49685	0.066795	0.1232	0.025336	0.097018	-0.2449	-0.21417	0.097747	-0.052719	0.27323	-0.19717	-0.047936	-0.1386	0.0015137	0.075633	0.20942	0.11621	-0.043902	0.0004613	-0.032758	0.038348	-0.011012	-0.22672	-0.20801	-0.033565	-0.16723	-0.034733	-0.044069	0.11687	-0.084958	0.1077	0.0025639	0.059428	0.028065	-0.07622	0.06775	0.0055238	-0.069896	-0.037518	-0.0043549	-0.028013	0.091136	0.057398	0.10968	0.03811	-0.088722	-0.062748	0.029677	0.021007	0.012866	-0.028064	-0.08367	-0.0019262	-0.002725	0.058543	-0.0047164	-0.065536	-0.15165	-0.011502	0.042054	-0.073348	-0.051207	0.023761	-0.0372	-0.070181	-0.042406	0.027905	-0.0335	0.031033	0.075071	0.048208	0.049485	0.059602	-0.0039313	-0.039622	-0.021221	0.10701	-0.076816	0.026976	0.049227	0.029076	0.0048374	-0.011969	-0.015583	-0.060372	0.11462	-0.097928	-0.063925	0.0975	-0.060018	-0.022299	-0.088948	-0.060835
0.86954	0.53243	0.88768	0.34642	-0.032317	0.37414	0.20279	-0.50422	0.042592	0.090028	0.036628	0.031428	-0.15542	-0.1684	0.10455	0.079008	0.45408	0.0078866	-0.11266	-0.14304	0.028685	0.026799	0.16411	0.024208	0.046784	0.21343	0.054633	-0.17584	-0.076069	-0.44418	-0.10716	-0.20684	0.068472	-0.011481	-0.12601	-0.018012	-0.24076	0.3222	0.146	-0.082819	0.1645	0.0072237	0.16222	0.14786	-0.065365	0.1371	-0.24282	0.057529	0.066409	0.033812	0.12593	0.017291	0.013574	0.063474	-0.14992	0.1259	-0.033279	0.077483	-0.015381	-0.048246	-0.045882	-0.037373	-0.026388	0.093548	0.078536	-0.1648	-0.051648	-0.090546	-0.061178	0.072558	0.033993	0.037639	0.0040481	0.079264	0.073591	-0.11952	0.033437	0.077591	-0.049544	-0.037774	0.0028293	0.065702	-0.025242	-0.0021009	0.045393	0.032972	0.011969	0.017149	0.033704	-0.017648	0.0019997	-0.0028029	0.089917	-0.003099	0.0061261	-0.01371	0.05421	-0.018424	0.013667	0.083792
0.6296	-0.47766	-0.05271	-0.27321	0.080722	0.57156	0.13937	0.15255	0.18301	-0.47032	-0.34446	0.12725	0.052797	0.57341	-0.24416	-0.53002	0.26432	0.084288	-0.024979	-0.16928	0.091878	0.098435	0.053448	0.090162	-0.076522	-0.0649	-0.11056	-0.081618	-0.18162	0.13967	0.18129	-0.20365	0.034656	0.0055041	-0.12823	-0.071987	0.087772	-0.082868	0.23802	0.077619	0.088917	-0.033065	-0.046069	-0.087931	-0.039291	-0.053045	-0.050468	-0.16278	0.032429	-0.0078025	-0.0012187	0.082783	-0.15284	-0.063514	-0.0025426	0.16576	0.012017	0.01662	0.10773	0.058743	0.089033	0.067632	0.062876	0.11165	0.032139	-0.1378	0.082502	0.081212	0.14471	-0.19161	0.10819	0.038345	0.094058	-0.054014	-0.051049	-0.02884	-0.036531	0.04287	0.096469	-0.076829	0.0018041	-0.11766	-0.10121	0.099298	0.072422	-0.13449	0.11403	-0.056807	-0.10258	-0.12206	0.12163	-0.12379	-0.002388	0.0061074	0.10507	-0.019848	-0.069493	0.0041434	0.085455	0.046235
0.60942	0.66413	-0.37401	-0.056316	-0.1063	0.15464	-0.080559	0.10115	-0.060871	-0.033198	-0.018949	0.048481	0.046741	-0.014726	0.016073	0.0049364	0.0051021	-0.061846	0.061576	0.074247	-0.050344	-0.015557	0.085652	-0.11878	-0.050251	-0.0047026	-0.043373	0.021691	-0.00097682	-0.016685	-0.15259	-0.02556	0.011623	-0.0027029	0.030221	0.0075285	-0.04051	-0.021606	-0.038397	0.10269	0.069635	-0.16606	-0.017217	-0.0087283	-0.067878	0.0081037	0.034242	0.069813	-0.00081712	-0.17612	-0.087625	0.034229	0.10841	0.072391	0.047142	0.048748	-0.028092	0.0068096	-0.001663	0.01519	-0.0015401	-0.026984	-0.11349	-0.012732	-0.085419	0.045873	0.020627	-0.018541	-0.10032	-0.0073542	0.036618	-0.060552	0.061487	-0.04659	0.15077	-0.047735	-0.084528	-0.050858	-0.04769	0.014607	0.020355	-0.013919	0.020389	-0.017566	-0.087792	0.051358	-0.017204	-0.0037523	0.074467	0.13256	0.050079	-0.071446	-0.083991	0.045154	0.017293	-0.015268	-0.087874	-0.024517	-0.10414	0.066737
0.8641	0.19935	-0.3475	0.10263	-0.64637	-0.47606	-0.11078	-0.28029	-0.017383	0.020182	0.13898	0.38412	-0.47534	0.033831	0.14311	-0.31351	0.078415	0.25114	-0.19291	0.031086	-0.030207	0.095655	0.07937	0.050572	0.0009875	-0.072217	-0.22452	-0.1753	-0.033549	0.066411	-0.052326	0.29403	-0.039354	-0.15797	0.22628	-0.016337	0.11504	-0.22963	-0.17033	0.16414	-0.025533	0.32135	0.12862	-0.18973	0.16373	0.25063	-0.095914	0.12787	0.35636	-0.090643	-0.075155	0.018277	0.21506	-0.10361	-0.19212	0.23282	-0.070447	-0.087549	-0.020865	0.062216	0.22884	0.049804	0.08866	0.0022177	0.19099	-0.14217	0.074652	0.012548	-0.28005	-0.084214	0.11439	-0.033147	-0.18868	-0.081781	0.049674	0.045108	0.12244	0.037124	-0.13645	-0.099239	-0.10231	-0.014438	0.10285	0.081527	0.096837	-0.0014926	-0.1774	-0.1333	-0.0367	0.12481	0.036036	0.13127	-0.15128	-0.037631	-0.089253	-0.011669	-0.02181	-0.081264	0.052107	0.079569
